file,row_index,customer_id,field,original_value,degraded_value,category,reason
customers,24968,C361054,email,taçnur.gül@yahoo.com,taçnur.gül@,invalid_value,Malformed email address
customers,37265,C270029,email,i̇sak.şafak@gmail.com,i̇sak.şafakgmail.com,invalid_value,Malformed email address
customers,69091,C252541,email,brian.rodriguez@hotmail.com,brian.rodriguez@,invalid_value,Malformed email address
customers,67409,C292159,email,okbay.çetin@hotmail.com,okbay.çetin@,invalid_value,Malformed email address
customers,60030,C322252,email,fami.fırat@icloud.com,fami.fırat@icloud,invalid_value,Malformed email address
customers,93967,C154624,email,sebattin.ertaş@outlook.com,sebattin.ertaşoutlook.com,invalid_value,Malformed email address
customers,49709,C196060,email,sebattin.demirel@gmail.com,sebattin.demirel@gmail,invalid_value,Malformed email address
customers,88652,C186030,email,umman.şensoy@outlook.com,umman.şensoy@outlook,invalid_value,Malformed email address
customers,396,C129976,email,toy.çetin@outlook.com,toy.çetinoutlook.com,invalid_value,Malformed email address
customers,28537,C275127,email,esna.duran@gmail.com,esna.duran@gmail,invalid_value,Malformed email address
customers,52368,C155343,email,nurdeniz.akçay@icloud.com,nurdeniz.akçay@,invalid_value,Malformed email address
customers,74160,C331977,email,andrew.sullivan@hotmail.com,andrew.sullivan@hotmail,invalid_value,Malformed email address
customers,46428,C476558,email,arıpınar.şafak@icloud.com,arıpınar.şafak@,invalid_value,Malformed email address
customers,13885,C148368,email,aydinç.ertaş@outlook.com,aydinç.ertaşoutlook.com,invalid_value,Malformed email address
customers,18239,C190775,email,frank.bohlander@outlook.com,frank.bohlanderoutlook.com,invalid_value,Malformed email address
customers,65543,C263963,email,nurser.soylu@yahoo.com,nurser.soylu@,invalid_value,Malformed email address
customers,53724,C317359,email,gilman.i̇hsanoğlu@icloud.com,gilman.i̇hsanoğluicloud.com,invalid_value,Malformed email address
customers,12558,C287027,email,kızıltunç.güçlü@gmail.com,kızıltunç.güçlü@,invalid_value,Malformed email address
customers,40168,C128285,email,sabihe.aksu@icloud.com,sabihe.aksu@icloud,invalid_value,Malformed email address
customers,52706,C260844,email,KOCABAŞ.DURAN@ICLOUD.COM,KOCABAŞ.DURANICLOUD.COM,invalid_value,Malformed email address
customers,68496,C213976,email,hariz.duran@gmail.com,hariz.duran@,invalid_value,Malformed email address
customers,79553,C243910,email,lynn.liu@outlook.com,lynn.liu@,invalid_value,Malformed email address
customers,74216,C287709,email,paul.peterson@yahoo.com,paul.peterson@,invalid_value,Malformed email address
customers,92933,C262085,email,alparslan.arslan@gmail.com,alparslan.arslangmail.com,invalid_value,Malformed email address
customers,35224,C365518,email,açıkel.gülen@gmail.com,açıkel.gülen@gmail,invalid_value,Malformed email address
customers,49732,C269695,email,gülşa.durmuş@yahoo.com,gülşa.durmuş@yahoo,invalid_value,Malformed email address
customers,28116,C907176,email,yücel.ergül@icloud.com,yücel.ergülicloud.com,invalid_value,Malformed email address
customers,55194,C178261,email,müjde.akçay@outlook.com,müjde.akçay@,invalid_value,Malformed email address
customers,22791,C336235,email,müşüre.bilgin@yahoo.com,müşüre.bilgin@,invalid_value,Malformed email address
customers,78399,C120490,email,brandon.brown@outlook.com,brandon.brownoutlook.com,invalid_value,Malformed email address
customers,54517,C715720,email,Asliye.Aslan@Outlook.Com,Asliye.Aslan@Outlook,invalid_value,Malformed email address
customers,81079,C243320,email,jaruthip.durdu@outlook.com,jaruthip.durduoutlook.com,invalid_value,Malformed email address
customers,55016,C174976,email,şahıgül.yaman@hotmail.com,şahıgül.yaman@,invalid_value,Malformed email address
customers,85679,C187119,email,hükümdar.mansız@gmail.com,hükümdar.mansız@,invalid_value,Malformed email address
customers,19025,C337688,email,ülküm.şama@yahoo.com,ülküm.şama@yahoo,invalid_value,Malformed email address
customers,92148,C221756,email,fenni.eraslan@yahoo.com,fenni.eraslanyahoo.com,invalid_value,Malformed email address
customers,32652,C268644,email,andrew.reeves@outlook.com,andrew.reeves@outlook,invalid_value,Malformed email address
customers,68137,C625138,email,Alexander.Orozco@Outlook.Com,Alexander.OrozcoOutlook.Com,invalid_value,Malformed email address
customers,45080,C268412,email,bektaşi.güçlü@yahoo.com,bektaşi.güçlü@,invalid_value,Malformed email address
customers,58060,C269955,email,mechthild.haering@hotmail.com,mechthild.haering@,invalid_value,Malformed email address
customers,40008,C143246,email,yadigar.seven@outlook.com,yadigar.seven@,invalid_value,Malformed email address
customers,5912,C336687,email,mahter.korutürk@icloud.com,mahter.korutürkicloud.com,invalid_value,Malformed email address
customers,1760,C196044,email,dilara.şensoy@gmail.com,dilara.şensoy@,invalid_value,Malformed email address
customers,91646,C641830,email,miray.dumanlı@outlook.com,miray.dumanlı@outlook,invalid_value,Malformed email address
customers,88914,C153699,email,örfiye.ülker@icloud.com,örfiye.ülker@icloud,invalid_value,Malformed email address
customers,69136,C310032,email,ekber.ergül@gmail.com,ekber.ergülgmail.com,invalid_value,Malformed email address
customers,85086,C237021,email,emine..aslan@yahoo.com,emine..aslan@yahoo,invalid_value,Malformed email address
customers,274,C666013,email,MIHRIYE.SAKARYA@ICLOUD.COM,MIHRIYE.SAKARYA@ICLOUD,invalid_value,Malformed email address
customers,79996,C147233,email,günser.ertaş@gmail.com,günser.ertaş@,invalid_value,Malformed email address
customers,41611,C263699,email,gülper.manço@outlook.com,gülper.manço@,invalid_value,Malformed email address
customers,46044,C625177,email,SADIYE.SEZER@GMAIL.COM,SADIYE.SEZERGMAIL.COM,invalid_value,Malformed email address
customers,45336,C314650,email,akyıldız.mansız@hotmail.com,akyıldız.mansızhotmail.com,invalid_value,Malformed email address
customers,9992,C984524,email,kenter.manço@yahoo.com,kenter.mançoyahoo.com,invalid_value,Malformed email address
customers,64811,C119959,email,yılma.yüksel@gmail.com,yılma.yüksel@gmail,invalid_value,Malformed email address
customers,93324,C219462,email,kefser.demir@icloud.com,kefser.demir@,invalid_value,Malformed email address
customers,30653,C502734,email,merzuk.çorlu@icloud.com,merzuk.çorluicloud.com,invalid_value,Malformed email address
customers,43777,C107424,email,mücevher.korutürk@yahoo.com,mücevher.korutürk@yahoo,invalid_value,Malformed email address
customers,60908,C143842,email,birgit.durmuş@outlook.com,birgit.durmuş@,invalid_value,Malformed email address
customers,82114,C183670,email,laika.sezer@outlook.com,laika.sezer@,invalid_value,Malformed email address
customers,93224,C301386,email,howard.humphrey@hotmail.com,howard.humphreyhotmail.com,invalid_value,Malformed email address
customers,45512,C339415,email,i̇lkbahar.durmuş@hotmail.com,i̇lkbahar.durmuşhotmail.com,invalid_value,Malformed email address
customers,97256,C315397,email,hannah.johnson@hotmail.com,hannah.johnson@,invalid_value,Malformed email address
customers,58572,C828001,email,benjamin.harris@icloud.com,benjamin.harrisicloud.com,invalid_value,Malformed email address
customers,51662,C183768,email,gürsal.gülen@outlook.com,gürsal.gülen@outlook,invalid_value,Malformed email address
customers,76918,C271333,email,tanhan.zengin@icloud.com,tanhan.zenginicloud.com,invalid_value,Malformed email address
customers,70979,C286542,email,semrin.alemdar@icloud.com,semrin.alemdar@,invalid_value,Malformed email address
customers,13873,C261463,email,cannur.çamurcuoğlu@gmail.com,cannur.çamurcuoğlugmail.com,invalid_value,Malformed email address
customers,27729,C145554,email,cevale.erdoğan@outlook.com,cevale.erdoğan@outlook,invalid_value,Malformed email address
customers,54250,C714587,email,nicolaus.söding@outlook.com,nicolaus.södingoutlook.com,invalid_value,Malformed email address
customers,29387,C114704,email,yıldız.güçlü@icloud.com,yıldız.güçlüicloud.com,invalid_value,Malformed email address
customers,83287,C117661,email,esenbay.demir@gmail.com,esenbay.demirgmail.com,invalid_value,Malformed email address
customers,60802,C250281,email,erbay.sezgin@gmail.com,erbay.sezgingmail.com,invalid_value,Malformed email address
customers,91410,C859508,email,göli.sakarya@outlook.com,göli.sakarya@,invalid_value,Malformed email address
customers,93267,C144252,email,sağıt.yaman@yahoo.com,sağıt.yamanyahoo.com,invalid_value,Malformed email address
customers,74970,C228945,email,aliabbas.akçay@outlook.com,aliabbas.akçay@,invalid_value,Malformed email address
customers,76534,C202338,email,gülenay.şener@hotmail.com,gülenay.şenerhotmail.com,invalid_value,Malformed email address
customers,1093,C228922,email,uçan.akçay@outlook.com,uçan.akçayoutlook.com,invalid_value,Malformed email address
customers,77263,C451035,email,meyhanim.korutürk@gmail.com,meyhanim.korutürkgmail.com,invalid_value,Malformed email address
customers,49321,C199995,email,serfinaz.sezer@hotmail.com,serfinaz.sezer@,invalid_value,Malformed email address
customers,69476,C225131,email,bedi.akçay@outlook.com,bedi.akçayoutlook.com,invalid_value,Malformed email address
customers,11446,C266775,email,çapkan.sakarya@yahoo.com,çapkan.sakarya@yahoo,invalid_value,Malformed email address
customers,96981,C771931,email,begim.tevetoğlu@icloud.com,begim.tevetoğluicloud.com,invalid_value,Malformed email address
customers,92342,C654362,email,i̇slime.akçay@icloud.com,i̇slime.akçay@icloud,invalid_value,Malformed email address
customers,33521,C168377,email,özdeş.türk@yahoo.com,özdeş.türk@,invalid_value,Malformed email address
customers,44134,C631006,email,gülter.manço@outlook.com,gülter.mançooutlook.com,invalid_value,Malformed email address
customers,7382,C129905,email,kaygusuz.kısakürek@outlook.com,kaygusuz.kısakürek@,invalid_value,Malformed email address
customers,83170,C236130,email,çevregül.şensoy@yahoo.com,çevregül.şensoyyahoo.com,invalid_value,Malformed email address
customers,70385,C299943,email,seyithan.i̇hsanoğlu@gmail.com,seyithan.i̇hsanoğlu@gmail,invalid_value,Malformed email address
customers,81474,C263425,email,gökperi.akçay@icloud.com,gökperi.akçayicloud.com,invalid_value,Malformed email address
customers,96857,C123494,email,walli.schacht@hotmail.com,walli.schacht@,invalid_value,Malformed email address
customers,62756,C424783,email,övün.arsoy@outlook.com,övün.arsoyoutlook.com,invalid_value,Malformed email address
customers,73576,C174248,email, gülter.hançer@icloud.com  , gülter.hançer@,invalid_value,Malformed email address
customers,11084,C312503,email,mahnaz.çorlu@yahoo.com,mahnaz.çorluyahoo.com,invalid_value,Malformed email address
customers,66272,C229167,email,eröz.akçay@icloud.com,eröz.akçayicloud.com,invalid_value,Malformed email address
customers,44377,C465216,email,hartwig.carsten@yahoo.com,hartwig.carstenyahoo.com,invalid_value,Malformed email address
customers,22588,C177539,email,abdulbekir.sezer@icloud.com,abdulbekir.sezericloud.com,invalid_value,Malformed email address
customers,44385,C420679,email,yosma.arslan@outlook.com,yosma.arslanoutlook.com,invalid_value,Malformed email address
customers,37649,C123877,email,çağdan.soylu@outlook.com,çağdan.soyluoutlook.com,invalid_value,Malformed email address
customers,90738,C269881,email,özpınar.mansız@gmail.com,özpınar.mansız@,invalid_value,Malformed email address
customers,98366,C244678,email,tanbay.sezer@yahoo.com,tanbay.sezer@yahoo,invalid_value,Malformed email address
customers,37451,C120021,email,nakip.tarhan@icloud.com,nakip.tarhanicloud.com,invalid_value,Malformed email address
customers,67035,C226674,email,yoruç.çamurcuoğlu@icloud.com,yoruç.çamurcuoğlu@icloud,invalid_value,Malformed email address
customers,68628,C316237,email,cansin.güçlü@outlook.com,cansin.güçlüoutlook.com,invalid_value,Malformed email address
customers,63971,C490398,email,feremez.ülker@gmail.com,feremez.ülkergmail.com,invalid_value,Malformed email address
customers,65681,C281698,email,james.cruz@gmail.com,james.cruz@,invalid_value,Malformed email address
customers,88203,C813027,email,nick.boucsein@gmail.com,nick.boucsein@gmail,invalid_value,Malformed email address
customers,46056,C325793,email,eryıldız.akar@hotmail.com,eryıldız.akar@,invalid_value,Malformed email address
customers,73961,C534785,email,şekim.manço@outlook.com,şekim.manço@,invalid_value,Malformed email address
customers,99028,C509912,email,TONY.LEACH@YAHOO.COM,TONY.LEACH@,invalid_value,Malformed email address
customers,85165,C165777,email,almut.weinhage@outlook.com,almut.weinhage@,invalid_value,Malformed email address
customers,97795,C196547,email,ERCIHAN.İNÖNÜ@HOTMAIL.COM,ERCIHAN.İNÖNÜ@,invalid_value,Malformed email address
customers,19340,C285900,email,serhatmehmet.seven@outlook.com,serhatmehmet.sevenoutlook.com,invalid_value,Malformed email address
customers,13916,C177170,email,vildane.i̇hsanoğlu@hotmail.com,vildane.i̇hsanoğlu@hotmail,invalid_value,Malformed email address
customers,38753,C315346,email,jose.nicholson@icloud.com,jose.nicholsonicloud.com,invalid_value,Malformed email address
customers,85819,C869272,email,felicia.palmer@outlook.com,felicia.palmeroutlook.com,invalid_value,Malformed email address
customers,92502,C312151,email,meral.bonbach@gmail.com,meral.bonbach@,invalid_value,Malformed email address
customers,63408,C327329,email,christina.thomas@icloud.com,christina.thomas@icloud,invalid_value,Malformed email address
customers,46139,C179030,email,baltaş.bilgin@yahoo.com,baltaş.bilgin@yahoo,invalid_value,Malformed email address
customers,53538,C150752,email,vildane.şener@outlook.com,vildane.şener@outlook,invalid_value,Malformed email address
customers,67519,C308577,email,sakip.şama@hotmail.com,sakip.şama@hotmail,invalid_value,Malformed email address
customers,44797,C122983,email,TELIM.ŞENSOY@GMAIL.COM,TELIM.ŞENSOYGMAIL.COM,invalid_value,Malformed email address
customers,92552,C234388,email,kutgün.ertaş@hotmail.com,kutgün.ertaşhotmail.com,invalid_value,Malformed email address
customers,58825,C192094,email,ticen.mansız@yahoo.com,ticen.mansız@,invalid_value,Malformed email address
customers,89535,C236113,email,SAKIP.KARADENIZ@OUTLOOK.COM,SAKIP.KARADENIZ@,invalid_value,Malformed email address
customers,44915,C334953,email,ecemiş.akçay@hotmail.com,ecemiş.akçay@,invalid_value,Malformed email address
customers,95524,C435774,email,çavuldur.türk@yahoo.com,çavuldur.türk@yahoo,invalid_value,Malformed email address
customers,73663,C179442,email,ahmed.ullmann@hotmail.com,ahmed.ullmann@hotmail,invalid_value,Malformed email address
customers,73353,C207629,email,hayret.öcalan@yahoo.com,hayret.öcalan@yahoo,invalid_value,Malformed email address
customers,80909,C291566,email,tarancı.durdu@yahoo.com,tarancı.durduyahoo.com,invalid_value,Malformed email address
customers,91675,C210960,email,ökkaş.şener@gmail.com,ökkaş.şener@gmail,invalid_value,Malformed email address
customers,34567,C209753,email,ashley.houston@yahoo.com,ashley.houstonyahoo.com,invalid_value,Malformed email address
customers,53904,C530012,email,halenur.güçlü@yahoo.com,halenur.güçlü@yahoo,invalid_value,Malformed email address
customers,6760,C324997,email,bilay.akçay@hotmail.com,bilay.akçay@,invalid_value,Malformed email address
customers,22566,C281947,email,ryszard.hofmann@hotmail.com,ryszard.hofmannhotmail.com,invalid_value,Malformed email address
customers,24247,C111029,email,gazel.akçay@outlook.com,gazel.akçayoutlook.com,invalid_value,Malformed email address
customers,42152,C656584,email,holly.ho@hotmail.com,holly.ho@hotmail,invalid_value,Malformed email address
customers,83210,C238313,email,vargın.korutürk@outlook.com,vargın.korutürkoutlook.com,invalid_value,Malformed email address
customers,24851,C363062,email,mehrigül.ertaş@gmail.com,mehrigül.ertaş@gmail,invalid_value,Malformed email address
customers,29877,C323735,email,besey.seven@yahoo.com,besey.seven@yahoo,invalid_value,Malformed email address
customers,32064,C960474,email,seyithan.akçay@gmail.com,seyithan.akçay@gmail,invalid_value,Malformed email address
customers,92205,C128704,email, lutfi.i̇nönü@outlook.com  , lutfi.i̇nönü@outlook,invalid_value,Malformed email address
customers,59152,C303232,email,âlemşah.öcalan@yahoo.com,âlemşah.öcalan@yahoo,invalid_value,Malformed email address
customers,57654,C158851,email,verde.yaman@gmail.com,verde.yaman@gmail,invalid_value,Malformed email address
customers,47566,C144052,email,güneri.yüksel@outlook.com,güneri.yüksel@,invalid_value,Malformed email address
customers,55791,C153635,email,asliye.gül@yahoo.com,asliye.gül@yahoo,invalid_value,Malformed email address
customers,1732,C177500,email, sabihe.yaman@hotmail.com  , sabihe.yamanhotmail.com  ,invalid_value,Malformed email address
customers,66102,C116107,email,sarah.cox@hotmail.com,sarah.coxhotmail.com,invalid_value,Malformed email address
customers,1078,C582997,email,i̇ntihap.demir@icloud.com,i̇ntihap.demiricloud.com,invalid_value,Malformed email address
customers,5209,C224197,email,gerfried.bolzmann@hotmail.com,gerfried.bolzmann@hotmail,invalid_value,Malformed email address
customers,60672,C379231,email,demirok.ülker@outlook.com,demirok.ülker@,invalid_value,Malformed email address
customers,48080,C270152,email,kathy.myers@outlook.com,kathy.myersoutlook.com,invalid_value,Malformed email address
customers,23541,C138822,email,TANYU.AKGÜNDÜZ@HOTMAIL.COM,TANYU.AKGÜNDÜZHOTMAIL.COM,invalid_value,Malformed email address
customers,91679,C306503,email, rasul.tevetoğlu@yahoo.com  , rasul.tevetoğlu@yahoo,invalid_value,Malformed email address
customers,52448,C119485,email,tekecan.durdu@outlook.com,tekecan.durdu@,invalid_value,Malformed email address
customers,74547,C170320,email,toköz.fırat@yahoo.com,toköz.fırat@yahoo,invalid_value,Malformed email address
customers,85296,C496366,email,i̇lbek.akça@yahoo.com,i̇lbek.akça@yahoo,invalid_value,Malformed email address
customers,42887,C134963,email,fildan.yıldırım@outlook.com,fildan.yıldırım@outlook,invalid_value,Malformed email address
customers,42794,C328552,email,NEŞRIN.ÖCALAN@GMAIL.COM,NEŞRIN.ÖCALAN@GMAIL,invalid_value,Malformed email address
customers,94936,C223665,email,adasal.akçay@outlook.com,adasal.akçay@outlook,invalid_value,Malformed email address
customers,56758,C219584,email,atiyye.sezgin@yahoo.com,atiyye.sezginyahoo.com,invalid_value,Malformed email address
customers,35369,C365335,email,sayrak.erdoğan@gmail.com,sayrak.erdoğan@,invalid_value,Malformed email address
customers,48242,C104382,email,heidelinde.mude@gmail.com,heidelinde.mudegmail.com,invalid_value,Malformed email address
customers,41194,C904778,email,semat.zengin@outlook.com,semat.zengin@outlook,invalid_value,Malformed email address
customers,13888,C229507,email,ushan.türk@hotmail.com,ushan.türk@hotmail,invalid_value,Malformed email address
customers,1715,C162965,email,sebattin.kısakürek@yahoo.com,sebattin.kısakürek@,invalid_value,Malformed email address
customers,56716,C219825,email,güzey.yıldırım@yahoo.com,güzey.yıldırım@,invalid_value,Malformed email address
customers,33877,C320646,email,samurtay.gül@yahoo.com,samurtay.gül@,invalid_value,Malformed email address
customers,73841,C283035,email,ülküdeş.yılmaz@yahoo.com,ülküdeş.yılmaz@yahoo,invalid_value,Malformed email address
customers,74074,C282468,email,ENES.SEVEN@GMAIL.COM,ENES.SEVEN@,invalid_value,Malformed email address
customers,79259,C377087,email,gülfari.akar@gmail.com,gülfari.akar@gmail,invalid_value,Malformed email address
customers,51352,C901380,email,meyhanim.akçay@yahoo.com,meyhanim.akçay@,invalid_value,Malformed email address
customers,2259,C233544,email,markus.hentschel@icloud.com,markus.hentschelicloud.com,invalid_value,Malformed email address
customers,25663,C135951,email,i̇ldeş.sakarya@outlook.com,i̇ldeş.sakarya@outlook,invalid_value,Malformed email address
customers,34575,C203091,email,heribert.bohnbach@yahoo.com,heribert.bohnbachyahoo.com,invalid_value,Malformed email address
customers,16186,C195945,email,mülâyim.çetin@icloud.com,mülâyim.çetinicloud.com,invalid_value,Malformed email address
customers,59659,C234829,email,samuel.parks@outlook.com,samuel.parks@outlook,invalid_value,Malformed email address
customers,29099,C284319,email,gülağa.şama@yahoo.com,gülağa.şamayahoo.com,invalid_value,Malformed email address
customers,29370,C214425,email,rezin.ertaş@outlook.com,rezin.ertaş@outlook,invalid_value,Malformed email address
customers,11624,C290823,email,durdali.çamurcuoğlu@gmail.com,durdali.çamurcuoğlu@gmail,invalid_value,Malformed email address
customers,42909,C111300,email,suphi.yılmaz@gmail.com,suphi.yılmazgmail.com,invalid_value,Malformed email address
customers,32322,C106738,email,eugen.henk@icloud.com,eugen.henkicloud.com,invalid_value,Malformed email address
customers,14902,C270556,email,daniel.aumann@gmail.com,daniel.aumann@gmail,invalid_value,Malformed email address
customers,88617,C295793,email,nurşan.şafak@outlook.com,nurşan.şafakoutlook.com,invalid_value,Malformed email address
customers,59261,C282648,email,tenvir.kısakürek@icloud.com,tenvir.kısakürek@icloud,invalid_value,Malformed email address
customers,56508,C243436,email,resulcan.seven@gmail.com,resulcan.sevengmail.com,invalid_value,Malformed email address
customers,31391,C252918,email,müret.akça@yahoo.com,müret.akça@yahoo,invalid_value,Malformed email address
customers,34830,C338181,email,mihriye.korutürk@gmail.com,mihriye.korutürkgmail.com,invalid_value,Malformed email address
customers,84253,C467483,email,arıkol.duran@yahoo.com,arıkol.duran@,invalid_value,Malformed email address
customers,30339,C264261,email,müfit.bilge@outlook.com,müfit.bilge@,invalid_value,Malformed email address
customers,50772,C199856,email,nalân.akar@outlook.com,nalân.akar@,invalid_value,Malformed email address
customers,32018,C299734,email,nurbanu.sezgin@gmail.com,nurbanu.sezgin@gmail,invalid_value,Malformed email address
customers,98821,C101337,email,deha.alemdar@hotmail.com,deha.alemdarhotmail.com,invalid_value,Malformed email address
customers,65217,C113279,email,siti.mansız@hotmail.com,siti.mansızhotmail.com,invalid_value,Malformed email address
customers,43655,C310256,email,tanhan.şener@icloud.com,tanhan.şenericloud.com,invalid_value,Malformed email address
customers,7219,C186142,email,niels.tröst@hotmail.com,niels.trösthotmail.com,invalid_value,Malformed email address
customers,61227,C277031,email,fahrullah.şama@icloud.com,fahrullah.şamaicloud.com,invalid_value,Malformed email address
customers,68802,C147028,email,solma.güçlü@yahoo.com,solma.güçlü@yahoo,invalid_value,Malformed email address
customers,23626,C300731,email, resulcan.çetin@gmail.com  , resulcan.çetingmail.com  ,invalid_value,Malformed email address
customers,87260,C337906,email,akbaş.durdu@gmail.com,akbaş.durdu@,invalid_value,Malformed email address
customers,18195,C334974,email,atatöre.i̇hsanoğlu@outlook.com,atatöre.i̇hsanoğluoutlook.com,invalid_value,Malformed email address
customers,47888,C175589,email,sittik.zengin@hotmail.com,sittik.zenginhotmail.com,invalid_value,Malformed email address
customers,13029,C246472,email,randall.cross@icloud.com,randall.crossicloud.com,invalid_value,Malformed email address
customers,14867,C223450,email,elizabeth.garrett@gmail.com,elizabeth.garrett@,invalid_value,Malformed email address
customers,68336,C107163,email,christopher.misicher@outlook.com,christopher.misicher@outlook,invalid_value,Malformed email address
customers,96873,C321110,email,jeffrey.morris@gmail.com,jeffrey.morris@,invalid_value,Malformed email address
customers,18836,C323529,email,ziyaettin.soylu@icloud.com,ziyaettin.soyluicloud.com,invalid_value,Malformed email address
customers,80764,C647417,email,müşüre.gül@gmail.com,müşüre.gülgmail.com,invalid_value,Malformed email address
customers,49808,C281719,email,zubeyde.çamurcuoğlu@hotmail.com,zubeyde.çamurcuoğluhotmail.com,invalid_value,Malformed email address
customers,24883,C150147,email,hacile.dumanlı@gmail.com,hacile.dumanlıgmail.com,invalid_value,Malformed email address
customers,16322,C286996,email,gürten.aslan@yahoo.com,gürten.aslan@yahoo,invalid_value,Malformed email address
customers,44813,C582440,email,milos.graf@gmail.com,milos.graf@,invalid_value,Malformed email address
customers,38112,C121700,email,mükramin.aksu@icloud.com,mükramin.aksu@,invalid_value,Malformed email address
customers,69,C236859,email,feyha.demirel@icloud.com,feyha.demirelicloud.com,invalid_value,Malformed email address
customers,34572,C176133,email,temizkal.hançer@yahoo.com,temizkal.hançeryahoo.com,invalid_value,Malformed email address
customers,74810,C457322,email,şehreban.arsoy@hotmail.com,şehreban.arsoy@hotmail,invalid_value,Malformed email address
customers,10146,C954014,email,karabaş.çetin@hotmail.com,karabaş.çetinhotmail.com,invalid_value,Malformed email address
customers,6736,C203913,email,gerwin.hermighausen@yahoo.com,gerwin.hermighausenyahoo.com,invalid_value,Malformed email address
customers,90298,C183016,email,sıla.yılmaz@hotmail.com,sıla.yılmaz@,invalid_value,Malformed email address
customers,24159,C238500,email,fadile.demirel@icloud.com,fadile.demirel@,invalid_value,Malformed email address
customers,1312,C321209,email,stephanie.martinez@yahoo.com,stephanie.martinezyahoo.com,invalid_value,Malformed email address
customers,77437,C196746,email,abdulgazi.ergül@icloud.com,abdulgazi.ergülicloud.com,invalid_value,Malformed email address
customers,28304,C396825,email,n˜zamett˜n.bilge@gmail.com,n˜zamett˜n.bilge@,invalid_value,Malformed email address
customers,23361,C680796,email,şinasi.zorlu@yahoo.com,şinasi.zorlu@,invalid_value,Malformed email address
customers,31065,C279379,email,türabi.karadeniz@yahoo.com,türabi.karadeniz@yahoo,invalid_value,Malformed email address
customers,67841,C247027,age,47.0,200,invalid_value,Age outside reasonable bounds
customers,39299,C859803,age,52.0,-5,invalid_value,Age outside reasonable bounds
customers,31588,C144886,age,60.0,-1,invalid_value,Age outside reasonable bounds
customers,71841,C198257,age,44.0,150,invalid_value,Age outside reasonable bounds
customers,23235,C124861,age,35.0,5,invalid_value,Age outside reasonable bounds
customers,93032,C458002,age,60.0,0,invalid_value,Age outside reasonable bounds
customers,72138,C310109,age,41.0,150,invalid_value,Age outside reasonable bounds
customers,24614,C137629,age,50.0,-1,invalid_value,Age outside reasonable bounds
customers,44820,C214744,age,52.0,999,invalid_value,Age outside reasonable bounds
customers,70629,C321314,age,36.0,5,invalid_value,Age outside reasonable bounds
customers,94882,C120396,age,60.0,150,invalid_value,Age outside reasonable bounds
customers,11451,C978059,age,65.0,150,invalid_value,Age outside reasonable bounds
customers,85128,C296119,age,23.0,5,invalid_value,Age outside reasonable bounds
customers,74572,C335140,age,47.0,0,invalid_value,Age outside reasonable bounds
customers,7945,C241410,age,60.0,-5,invalid_value,Age outside reasonable bounds
customers,19151,C144698,age,35.0,999,invalid_value,Age outside reasonable bounds
customers,50602,C116011,age,65.0,-1,invalid_value,Age outside reasonable bounds
customers,78217,C356940,age,56.0,-1,invalid_value,Age outside reasonable bounds
customers,82778,C197766,age,32.0,-1,invalid_value,Age outside reasonable bounds
customers,31686,C192530,age,31.0,5,invalid_value,Age outside reasonable bounds
customers,22447,C462382,age,69.0,150,invalid_value,Age outside reasonable bounds
customers,4062,C208838,age,40.0,5,invalid_value,Age outside reasonable bounds
customers,58815,C926916,age,27.0,-5,invalid_value,Age outside reasonable bounds
customers,55245,C295887,age,29.0,-1,invalid_value,Age outside reasonable bounds
customers,69934,C635807,age,27.0,5,invalid_value,Age outside reasonable bounds
customers,3534,C179667,age,31.0,999,invalid_value,Age outside reasonable bounds
customers,80958,C302983,age,33.0,150,invalid_value,Age outside reasonable bounds
customers,5602,C807356,age,68.0,-5,invalid_value,Age outside reasonable bounds
customers,62748,C121796,age,38.0,5,invalid_value,Age outside reasonable bounds
customers,91890,C218069,age,60.0,0,invalid_value,Age outside reasonable bounds
customers,44612,C170937,age,48.0,-5,invalid_value,Age outside reasonable bounds
customers,55923,C452535,age,58.0,5,invalid_value,Age outside reasonable bounds
customers,79799,C602284,age,27.0,200,invalid_value,Age outside reasonable bounds
customers,30208,C106500,age,28.0,5,invalid_value,Age outside reasonable bounds
customers,44934,C208003,age,47.0,0,invalid_value,Age outside reasonable bounds
customers,79174,C173668,age,52.0,200,invalid_value,Age outside reasonable bounds
customers,79899,C926283,age,52.0,-1,invalid_value,Age outside reasonable bounds
customers,18978,C272159,age,56.0,-1,invalid_value,Age outside reasonable bounds
customers,58285,C816147,age,64.0,0,invalid_value,Age outside reasonable bounds
customers,85081,C206165,age,53.0,150,invalid_value,Age outside reasonable bounds
customers,62577,C239919,age,23.0,-5,invalid_value,Age outside reasonable bounds
customers,69759,C387943,age,22.0,200,invalid_value,Age outside reasonable bounds
customers,74938,C204452,age,22.0,-1,invalid_value,Age outside reasonable bounds
customers,24458,C204677,age,65.0,-5,invalid_value,Age outside reasonable bounds
customers,44115,C186800,age,50.0,0,invalid_value,Age outside reasonable bounds
customers,20890,C328569,age,27.0,-5,invalid_value,Age outside reasonable bounds
customers,84274,C103737,age,59.0,200,invalid_value,Age outside reasonable bounds
customers,51496,C309210,age,36.0,150,invalid_value,Age outside reasonable bounds
customers,38695,C578488,age,68.0,-5,invalid_value,Age outside reasonable bounds
customers,44701,C116547,age,54.0,200,invalid_value,Age outside reasonable bounds
